"duration","ResponseId","age","gender","race","edu","attention_check","pids_1","pids_2","pids_3","pids_4","ideology","interest","ft_rep_sup","ft_dem_sup","ft_rep","ft_dem","ft_liberal","ft_conservative","ft_immigrant","ft_feminist","ft_neonazi","outgroup_trust_1","outgroup_trust_2","outgroup_trust_3","outgroup_trust_4","social_distance_1","social_distance_2","social_distance_3","trait_1","trait_2","trait_3","trait_4R","trait_5R","trait_6R","conspiracy_1","conspiracy_2","conspiracy_3","conspiracy_4","conspiracy_5","conspiracy_6","video","partisanship","condition"
734,"R_9XIF1pQuQ2B1Hnr",49,1,6,3,2,7,6,6,5,10,4,85,15,70,0,10,90,65,0,0,1,1,2,1,4,5,4,2,1,3,6,4,6,2,3,2,5,1,1,1,"Republican","ANXW"
1395,"R_3I3QltjMYmHla2d",44,1,6,3,2,7,7,7,4,10,7,88,0,89,0,62,100,68,64,1,4,3,4,4,4,4,4,7,7,7,4,5,4,4,5,5,3,4,4,3,"Republican","ANGW"
1819,"R_Dqp9OF0xJql5RIZ",77,0,5,4,2,7,7,7,7,5,7,50,90,0,90,90,50,60,50,0,5,6,6,6,6,6,6,6,4,5,4,4,4,4,1,2,1,5,1,1,"Democrat","HappyW"
368,"R_1C794NrV4sWcCtH",45,0,6,4,2,6,6,6,4,9,5,89,9,90,1,0,94,50,41,0,5,5,5,5,6,6,6,3,2,6,7,4,4,2,2,2,5,2,3,1,"Republican","ANGW"
514,"R_3Dwmho4eDkr6nEs",64,1,6,3,2,7,5,6,5,9,6,91,1,62,3,0,89,75,65,9,2,2,3,2,6,6,6,2,1,2,2,2,2,2,4,2,4,3,2,1,"Republican","HappyW"
665,"R_1j7aYraYdMhLcL2",59,0,6,3,2,7,7,7,7,3,4,22,90,5,90,66,65,10,15,2,5,5,5,5,5,5,6,5,5,5,6,5,3,5,5,4,2,4,4,4,"Democrat","ANGW"
544,"R_2SuaqnZuEsfAZdj",65,1,6,3,2,7,7,7,4,10,4,99,2,100,3,1,99,1,5,18,2,2,2,6,1,1,1,3,1,1,7,7,7,4,4,2,3,3,1,1,"Republican","ANXW"
665,"R_3OpFPGP8mQgbm8y",72,0,6,3,2,6,5,6,5,5,7,4,92,4,95,47,88,86,51,0,1,1,1,1,3,3,4,2,2,1,7,7,7,3,1,3,5,4,2,4,"Democrat","ControlW"
631,"R_2usQZvxSqBpk61l",43,1,6,3,2,7,5,6,5,8,4,87,35,87,6,35,79,87,7,0,7,7,6,7,6,6,6,6,6,7,4,2,2,2,2,3,4,4,3,1,"Republican","HappyW"
943,"R_1mzacmA7eWMg9G6",52,1,6,3,2,2,6,6,5,3,3,10,80,10,80,60,50,30,60,0,3,3,3,3,4,4,3,1,2,3,6,5,3,3,1,1,1,4,1,1,"Democrat","ANGW"
602,"R_Wd55fSBuHE4Brl7",51,1,6,5,2,5,5,6,4,7,5,60,61,62,78,100,60,52,88,23,4,4,5,4,6,6,6,5,6,4,6,3,5,5,3,5,1,5,4,1,"Democrat","ControlW"
676,"R_1rBX5v4xPgJ4csW",59,1,6,3,2,5,5,4,4,5,4,68,36,60,30,39,57,29,0,0,5,5,5,5,5,5,5,5,4,5,4,3,3,3,2,2,3,4,2,2,"Republican","HappyW"
909,"R_pnHryHVhuBLOtxL",72,1,6,3,2,7,7,7,5,0,7,82,100,80,100,100,83,100,100,0,7,7,7,7,7,7,7,7,5,7,2,2,1,1,1,5,1,2,1,1,"Democrat","ControlW"
2317,"R_2B4DFnBkmiotNpl",68,1,6,3,2,6,6,6,4,4,4,55,80,55,95,50,60,75,50,0,6,6,5,5,6,6,6,6,5,5,4,5,5,3,1,2,1,4,1,1,"Democrat","ANXW"
750,"R_2Btcp79U7eqt5DK",67,1,4,3,2,6,5,6,5,7,5,21,91,11,100,34,35,23,29,14,1,4,4,2,4,4,4,4,4,4,4,4,4,3,3,2,3,3,1,1,"Democrat","ControlW"
867,"R_29hx1cFwSURkwDO",66,1,6,3,2,5,5,4,4,5,2,51,51,51,50,51,51,51,51,0,4,4,4,4,4,4,4,4,4,4,4,4,4,3,1,3,2,3,1,2,"Republican","ANXW"
1082,"R_3pnbM3c4vOioPV3",82,1,6,3,2,7,7,7,6,10,6,100,51,99,57,72,80,1,65,1,6,5,6,6,5,6,3,6,5,6,5,2,2,2,2,1,1,2,2,1,"Republican","ControlW"
769,"R_1rcz8jJR6HkPgDM",63,0,6,3,2,7,7,7,7,10,7,92,7,93,9,7,93,71,57,0,3,2,5,2,6,6,6,3,1,2,7,7,7,4,3,2,4,1,1,1,"Republican","ANGW"
345,"R_1plALtnNyelI8gY",31,0,6,2,2,7,7,7,7,0,7,9,100,12,100,100,11,18,0,94,7,7,7,6,7,7,7,7,7,7,6,7,7,5,4,1,1,5,1,1,"Democrat","ANXW"
4154,"R_2EhjLoMV2GaQwU0",69,1,4,6,2,4,4,5,1,5,2,41,67,42,61,51,51,51,55,4,4,4,4,4,4,4,4,4,2,2,6,5,5,3,3,3,1,5,3,3,"Democrat","HappyW"
1165,"R_1pzc5ne2LQlYd2c",73,1,6,3,2,5,4,4,2,5,4,70,60,65,30,60,60,40,45,20,6,6,6,6,6,6,6,6,5,6,3,3,3,3,2,2,3,2,2,3,"Republican","ANXW"
478,"R_9LD1qnTaH2ADpyV",50,1,6,5,2,4,3,4,5,6,6,36,12,62,1,6,57,65,14,32,2,2,1,2,2,3,2,5,2,2,6,6,7,4,3,3,3,4,2,1,"Republican","ANXW"
1146,"R_sI5CkPLoqqRgHf3",77,1,6,3,2,7,6,7,6,10,6,96,10,98,9,5,98,30,26,4,1,2,2,2,5,5,5,4,1,2,6,6,5,4,4,4,3,4,4,1,"Republican","ControlW"
1144,"R_22l8mumQpXQVspH",68,0,6,3,2,6,6,6,6,5,2,72,25,75,28,64,65,70,51,52,3,4,2,3,6,5,4,4,3,4,3,4,3,3,2,3,4,4,2,1,"Republican","ControlW"
636,"R_1KdIohnfKZeu56W",77,1,6,3,2,6,6,6,4,9,5,86,26,100,29,21,86,44,25,6,3,3,3,3,4,4,4,6,3,6,6,4,5,3,2,2,4,3,2,2,"Republican","HappyW"
828,"R_3oBgjFrUTJ4moH3",55,0,6,3,2,5,4,3,1,4,5,21,49,8,16,51,53,86,89,30,6,6,6,6,7,7,7,6,4,6,2,3,1,1,1,1,1,1,1,1,"Republican","ANGW"
1067,"R_1NrBKRZGyOf4nXy",54,1,6,3,2,6,7,7,5,10,2,99,0,100,0,0,82,0,27,0,1,1,1,1,4,1,4,4,1,1,7,7,7,3,2,1,4,1,1,1,"Republican","ANXW"
826,"R_pi12yMgB8L4R9Fn",52,1,6,3,2,5,5,7,4,4,6,28,86,18,90,81,42,81,51,2,2,3,3,4,5,5,4,3,2,3,6,5,5,2,1,1,1,3,1,1,"Democrat","ControlW"
774,"R_1ie2YAuUhkt7PoK",61,1,6,2,2,6,4,5,5,10,7,93,0,95,0,2,100,40,15,0,4,4,4,4,6,6,6,4,7,3,7,6,5,3,3,3,5,3,3,1,"Republican","ControlW"
1076,"R_28TJG24SnmIshqt",85,1,6,3,2,7,7,7,7,10,7,93,18,91,17,10,91,100,18,0,4,3,4,5,5,5,5,4,2,3,6,5,5,2,2,3,3,4,3,2,"Republican","HappyW"
1472,"R_277rI25iUJ2IlPq",69,1,6,3,2,5,6,6,2,9,5,77,44,89,47,42,93,86,42,2,5,5,5,4,5,6,6,5,3,5,5,4,4,1,1,1,2,2,1,1,"Republican","ANXW"
1225,"R_1r8IZrZeiWS4kXN",64,1,6,3,2,6,6,6,6,8,7,90,30,80,5,40,80,40,50,0,2,2,2,1,1,3,3,5,1,2,7,6,7,5,2,1,5,2,1,1,"Republican","ControlW"
930,"R_AB8zXZqx0wIo5wd",32,1,6,5,2,7,5,6,5,2,6,25,80,25,81,80,25,75,75,0,4,4,5,3,4,4,4,5,3,4,5,5,4,3,1,2,2,1,2,1,"Democrat","HappyW"
381,"R_bxCN0kPgHyYExAB",65,0,6,4,2,6,3,7,3,0,7,5,100,0,95,100,0,85,98,0,5,4,3,2,5,5,5,5,1,5,3,3,3,2,1,1,1,4,1,2,"Democrat","HappyW"
772,"R_1kTGjYfOJL8TLis",59,0,6,3,2,7,6,7,7,5,4,24,100,26,100,51,51,51,51,0,5,5,5,5,7,7,7,6,5,5,4,5,3,2,2,3,2,3,1,2,"Democrat","ANGW"
874,"R_2ZWdmj6adHcYnnW",42,0,6,3,2,7,7,7,7,0,7,29,87,5,98,67,71,88,85,86,4,3,6,3,5,4,5,6,6,7,7,7,6,5,5,4,4,4,5,1,"Democrat","ControlW"
517,"R_2tMDckBwUvpIt5o",34,1,6,3,2,6,6,7,5,7,4,85,21,83,9,26,73,45,13,11,2,1,1,2,4,4,3,2,1,2,7,6,7,3,4,2,5,4,2,1,"Republican","ControlW"
782,"R_3EmvKXydafULFAX",58,0,6,3,2,6,3,4,3,5,7,52,52,52,51,48,50,50,0,5,4,4,4,4,7,7,7,4,1,4,7,1,7,5,3,5,1,1,3,3,"Democrat","ANGW"
1055,"R_vuWO3woNNO6wWQ1",58,1,6,3,2,4,4,5,5,10,4,61,40,62,14,39,82,51,39,39,3,3,3,3,7,7,7,4,3,3,5,5,5,3,3,4,4,3,4,1,"Republican","ANGW"
1825,"R_2WTgLNJoWnoMWXv",50,1,6,3,2,5,5,5,4,7,3,72,21,73,22,32,67,39,20,28,2,2,2,2,4,5,4,3,3,2,6,4,5,2,2,2,1,3,1,3,"Republican","HappyW"
1115,"R_1GThAdJjruCx3wY",67,1,6,3,2,7,6,7,2,4,7,81,86,40,51,47,79,89,51,3,5,6,7,6,7,7,7,6,3,5,4,4,1,4,1,1,1,4,1,4,"Democrat","HappyW"
664,"R_3PLyygM3N6ipM7D",63,0,6,3,2,7,7,7,7,8,3,79,39,83,41,39,63,51,39,41,5,4,5,4,5,5,4,4,3,4,5,4,4,3,4,2,3,4,2,1,"Republican","ControlW"
1413,"R_rp8eRMH6YExxVa9",65,1,6,3,2,5,4,4,3,6,2,61,30,62,29,51,51,23,30,17,4,4,4,4,5,5,5,4,4,4,4,4,4,3,3,2,3,2,2,1,"Republican","ControlW"
1165,"R_3JzbsQsC0pv2qGN",64,1,6,3,2,6,6,6,4,8,3,79,40,82,33,40,70,40,53,19,5,5,5,5,7,6,7,4,3,4,4,5,3,3,4,2,3,2,2,2,"Republican","ANGW"
728,"R_2tFrlZoPtOW6LPk",58,0,5,3,2,5,3,5,5,4,6,2,91,3,75,80,35,92,19,10,1,1,2,2,4,4,2,2,1,2,7,6,6,2,2,3,1,3,3,1,"Democrat","ControlW"
943,"R_27k5GWEIJiaz0BV",59,1,6,3,2,7,2,5,4,0,5,18,84,10,75,84,17,92,68,0,3,2,4,3,3,3,3,4,2,4,7,6,6,1,1,1,5,1,1,1,"Democrat","ANGW"
1929,"R_1Fyz99qfICy4ggW",68,1,4,3,2,7,7,7,5,6,4,15,90,20,95,75,60,30,80,1,4,4,5,5,7,7,7,6,5,5,7,3,2,5,1,1,5,2,1,1,"Democrat","ANXW"
3045,"R_1dBpWFxO8tW1OzG",58,1,6,3,2,4,5,7,4,5,1,61,16,81,25,45,49,52,52,4,3,3,2,2,4,4,4,4,2,2,6,5,6,3,3,1,3,3,2,1,"Republican","ANGW"
1105,"R_2w5eFbvZUUgmxCL",21,1,6,5,2,5,5,6,5,7,5,28,63,20,69,69,44,92,69,20,3,5,5,5,5,5,5,3,5,4,5,4,5,1,1,1,1,1,1,3,"Democrat","ANXW"
1403,"R_1jWaleDeaXCZFOJ",28,0,6,3,2,7,7,7,7,10,7,100,95,92,97,98,98,95,91,91,7,7,7,7,7,7,7,7,7,7,7,7,7,5,5,5,5,5,5,5,"Democrat","ANXW"
928,"R_UWOSPAx4iYMxlNT",55,1,6,3,2,6,6,6,6,8,4,85,82,83,35,47,48,47,48,53,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,2,"Republican","ANGW"
1346,"R_Y9Bj245bGK4ms8N",56,1,6,4,2,5,4,5,5,5,5,19,83,20,88,59,37,42,76,0,4,4,4,4,4,4,4,5,4,5,4,4,4,1,1,1,1,1,1,3,"Democrat","HappyW"
953,"R_yQlrxz5imnBoyM9",86,1,6,3,2,7,5,7,7,7,5,100,18,100,11,14,99,7,28,0,3,4,4,3,2,2,2,4,2,2,4,6,5,3,3,2,3,4,1,1,"Republican","ANXW"
1433,"R_1YyG3kJSk1BzYqd",59,1,6,3,2,1,7,6,6,8,3,87,44,82,78,82,72,63,59,80,4,4,5,5,4,4,4,5,5,5,4,5,5,4,5,5,3,3,4,1,"Republican","ANXW"
2764,"R_1eQPuEBsuhumnPT",63,1,6,2,2,6,6,6,6,5,2,20,85,9,88,37,59,53,73,0,4,3,6,6,4,4,4,4,2,3,4,3,4,4,1,3,2,3,1,1,"Democrat","HappyW"
2641,"R_2t2NeHXAaxyssRI",69,0,6,3,2,7,7,7,7,10,6,100,0,100,2,2,80,10,30,0,6,5,5,3,4,4,4,6,4,3,5,7,4,5,5,3,4,4,3,1,"Republican","HappyW"
2127,"R_3flSxWvJXSCwXxD",72,0,6,3,2,7,6,5,6,3,5,41,99,18,83,98,39,75,50,0,5,4,4,4,6,6,7,4,1,5,5,4,2,1,1,1,1,1,1,1,"Democrat","ANGW"
2392,"R_1hTfEQqHSkWrHpE",61,1,6,5,2,7,7,7,7,5,7,0,100,0,100,100,14,100,100,0,2,2,2,2,2,2,3,1,1,2,7,7,7,5,1,1,1,3,1,3,"Democrat","ANGW"
1957,"R_3I5efqpqWjGUz5e",47,1,6,3,2,5,5,4,5,9,4,87,37,37,27,62,66,60,76,60,4,4,4,3,4,4,4,4,5,4,4,4,3,3,3,3,3,3,3,1,"Republican","HappyW"
2012,"R_1rDmVh0yZGhFjNU",46,1,6,2,2,7,5,7,5,1,7,8,89,4,91,82,9,91,87,0,4,4,4,4,6,5,6,4,2,4,4,5,4,4,1,3,1,3,3,1,"Democrat","ANGW"
5175,"R_3ExSvj42BntnEm0",47,1,6,3,2,7,7,7,5,5,7,1,100,2,100,55,51,100,100,1,1,1,2,1,2,2,2,4,1,1,7,7,7,3,1,1,1,4,1,1,"Democrat","ANGW"
4380,"R_1Du8z7jLvMeGvuL",56,1,6,3,2,6,5,5,3,5,5,40,68,19,81,58,53,83,83,20,3,4,5,5,4,4,4,4,4,3,5,5,5,2,1,1,1,3,1,2,"Democrat","ANXW"
4924,"R_eWJy4v9Co6uYTCh",71,1,6,3,2,7,6,7,6,10,4,100,3,97,2,59,88,26,48,1,4,3,3,3,3,3,3,5,1,4,3,1,1,1,4,1,3,2,2,3,"Republican","ANXW"
4971,"R_cGuPvVoqyH4CeRz",69,1,6,3,2,7,7,7,4,1,6,17,100,22,100,100,34,100,100,0,4,4,4,4,7,7,7,3,2,4,6,6,4,3,1,1,1,3,1,1,"Democrat","HappyW"
6223,"R_31oT8GqNN2UweE9",48,1,4,3,2,7,7,7,7,10,1,0,100,0,100,50,64,0,68,0,1,1,1,1,4,4,4,4,1,1,7,7,7,1,3,3,3,5,3,3,"Democrat","ControlW"
10116,"R_1FyWisBG05lD8X6",47,1,6,3,2,5,4,7,1,5,4,79,0,80,0,51,80,51,79,0,4,4,4,4,4,4,4,4,4,4,4,4,4,5,1,5,5,4,4,1,"Republican","HappyW"
199,"R_3qU6GjAwHcw53l9",39,0,6,3,2,5,5,6,6,8,4,51,51,51,51,51,51,51,56,51,4,4,4,5,5,4,4,5,4,5,5,4,4,3,4,3,4,4,3,3,"Republican","ANGW"
694,"R_2roxZzZ8NDJn3jJ",56,0,6,7,2,6,3,7,6,8,7,96,6,94,2,8,93,11,8,1,1,1,2,2,6,6,6,2,1,1,1,7,7,4,4,2,5,4,2,1,"Republican","HappyW"
789,"R_2BqZWgSDs8tVmGD",60,0,6,2,2,7,7,7,7,10,7,100,88,100,78,30,100,28,29,29,1,1,5,1,7,7,7,5,5,3,5,5,3,4,2,3,4,1,1,4,"Republican","ANXW"
408,"R_W6yF9tO5MuIfOPT",44,0,3,7,2,7,6,7,4,0,7,31,93,23,94,100,31,92,92,0,6,6,6,6,6,6,6,4,4,5,5,3,5,2,1,2,1,2,1,2,"Democrat","ControlW"
416,"R_bxVVaRnWz9u4AqB",46,0,5,3,2,7,7,7,7,10,7,26,100,30,100,83,30,82,70,29,3,3,3,3,2,2,2,3,3,4,4,5,5,4,4,2,4,4,4,1,"Democrat","ControlW"
1410,"R_2sbXvZyMpcWictk",58,0,6,5,2,7,7,7,6,9,6,92,8,93,6,3,87,50,20,0,3,1,4,4,5,4,5,4,1,2,7,6,4,3,4,4,3,3,4,2,"Republican","ANGW"
403,"R_D5LBWoMjn9PfKbD",35,0,6,7,2,4,4,4,5,7,6,87,91,83,90,81,80,86,75,85,4,5,5,6,6,6,5,5,7,6,1,5,1,3,3,4,2,4,4,4,"Republican","ANXW"
262,"R_tKXcDfFhLV0Hhq9",35,0,6,6,2,7,6,7,7,10,4,96,95,100,98,100,96,99,98,100,7,7,6,7,7,6,7,7,6,7,7,7,6,4,5,5,5,5,5,4,"Democrat","HappyW"
541,"R_1Fb0677h3WEauC4",55,0,5,6,2,5,6,7,5,2,7,0,91,9,96,71,11,92,53,0,4,3,4,2,5,5,5,4,2,4,6,6,5,2,1,2,1,4,2,1,"Democrat","ANGW"
148,"R_2laP05gHPrfrxol",18,0,5,3,2,4,4,4,4,5,1,51,51,51,51,51,51,51,51,51,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,1,"Democrat","ControlW"
719,"R_1dc4q8AVWLzuyxY",41,0,5,5,2,7,7,7,1,0,4,76,69,68,73,92,62,100,71,100,1,4,5,1,7,1,7,1,1,1,1,7,7,1,1,1,1,1,3,1,"Democrat","ANXW"
704,"R_2D6887Na3zBiIUl",57,0,6,5,2,7,2,7,4,10,7,100,0,100,0,0,100,50,0,0,4,4,4,1,3,3,3,4,2,4,7,6,5,2,1,4,5,4,4,3,"Republican","ANGW"
394,"R_1jCKnozQ2i5U4lj",48,0,5,5,2,6,6,6,1,9,2,64,36,81,0,0,78,9,0,0,3,1,2,1,4,4,4,4,3,3,3,5,4,1,3,3,5,3,1,1,"Republican","HappyW"
215,"R_31Nw5NPqfstdgRy",51,0,5,6,2,7,7,7,7,1,5,73,72,73,78,77,70,74,75,78,7,7,7,7,6,6,6,7,7,7,7,7,7,5,5,5,5,5,5,1,"Democrat","ANGW"
1292,"R_qFyNmqsCCHdqGHL",54,0,5,7,2,3,2,4,2,3,7,28,72,22,83,71,39,43,62,0,6,6,6,6,7,7,7,6,7,6,4,3,3,1,1,1,1,2,1,3,"Republican","ANXW"
534,"R_3nU8V9dgZyWiUHa",37,0,5,6,2,7,1,5,1,5,5,72,65,81,63,51,85,1,10,0,3,4,4,3,7,7,7,5,4,4,2,4,1,5,3,1,1,3,1,1,"Democrat","HappyW"
772,"R_1Pd5jZdoXuhvkWG",55,0,5,5,2,5,1,1,2,4,4,5,22,0,10,2,18,20,16,0,1,1,2,2,5,5,5,4,1,2,7,7,7,3,1,4,4,4,4,4,"Democrat","ControlW"
329,"R_20Yz1DVUoEr2Dq5",56,0,5,5,2,5,5,7,4,4,6,0,68,0,57,68,12,13,0,0,1,1,1,1,1,1,1,1,1,2,7,7,7,4,1,2,1,4,2,2,"Democrat","ControlW"
606,"R_2Ceq1Vd8UYTD2T0",59,0,5,5,2,7,6,7,6,9,7,100,0,100,0,0,100,56,30,0,3,1,3,4,6,6,5,4,1,4,7,5,7,4,3,2,5,4,3,2,"Republican","ANXW"
244,"R_1hHm7wFWD4YpCsv",62,0,5,5,2,5,5,6,5,8,5,0,97,0,100,72,82,62,85,0,1,1,1,1,5,5,5,5,5,5,1,5,5,3,3,3,3,3,3,1,"Democrat","HappyW"
249,"R_1IsaZqnM13jH4cn",28,0,5,3,2,4,5,5,6,10,7,88,75,88,83,96,90,100,99,83,5,4,7,6,6,6,7,4,7,5,4,5,5,5,3,4,4,1,4,1,"Democrat","ControlW"
2151,"R_3EZl0JIGUA3cIWe",33,0,4,5,2,6,6,6,2,7,4,75,74,42,72,66,72,65,55,71,3,3,3,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,1,"Democrat","ANGW"
978,"R_3svJZltB2nROkLc",48,0,5,6,2,7,7,6,4,0,7,20,76,15,75,66,20,65,50,1,2,2,3,3,4,5,5,2,2,4,6,6,6,2,1,1,1,1,1,3,"Democrat","ANGW"
489,"R_1fdAqZbiQ5Mus9Z",63,0,5,7,2,5,4,4,3,4,6,19,74,19,59,61,19,74,72,0,5,5,5,5,6,6,6,5,5,5,4,4,4,1,1,1,1,1,1,1,"Democrat","ANXW"
415,"R_xubEfyZ9wJPFYM9",46,0,5,7,2,7,7,7,7,2,7,0,100,0,100,94,0,81,80,0,5,5,5,5,7,7,7,4,3,6,6,5,2,2,1,1,1,1,1,1,"Democrat","HappyW"
1667,"R_6EHuYoEj5Pqfp61",60,0,3,3,2,5,4,4,3,5,5,53,65,64,60,72,55,35,35,34,3,3,3,3,2,2,2,4,2,2,5,5,5,4,2,2,2,3,3,4,"Democrat","HappyW"
210,"R_9zqMJknMVELBQat",24,0,5,3,2,5,6,4,3,7,5,24,33,0,69,15,40,100,0,0,2,2,2,2,3,4,4,4,4,5,5,3,5,2,2,3,3,2,4,1,"Democrat","ANGW"
454,"R_237FB8VAlWWw6sm",64,0,5,7,2,5,4,4,4,5,2,55,48,56,44,58,56,51,51,26,5,5,5,5,4,4,4,5,5,5,4,3,3,1,3,1,3,1,1,1,"Republican","ControlW"
680,"R_025sYUEHntuFgwF",46,0,5,4,2,5,5,5,5,5,4,11,1,11,0,2,10,10,0,0,1,1,1,1,5,5,5,4,1,1,7,7,4,5,3,3,4,4,1,1,"Republican","ControlW"
2616,"R_3nqmlCViLHkUlvy",29,0,5,5,2,7,4,7,1,2,5,88,9,100,27,40,88,37,45,0,3,3,4,4,6,5,4,6,3,5,6,6,6,5,4,4,3,5,4,2,"Republican","ANXW"
269,"R_bDSZbINWLka3bih",30,0,5,6,2,4,5,5,4,7,5,15,87,7,86,74,65,74,85,10,2,2,2,2,3,3,3,2,2,2,2,2,2,3,3,3,3,3,3,2,"Democrat","ANXW"
1445,"R_sG0fVJQlPDA29Ut",61,0,5,6,2,6,5,5,5,1,7,40,95,15,71,85,55,90,80,1,4,3,5,4,6,6,5,5,4,4,5,6,4,1,1,5,1,2,1,1,"Democrat","HappyW"
218,"R_vMJgHDNbvILV9m1",37,0,6,6,2,5,5,5,5,9,6,89,73,65,69,75,68,77,66,84,6,5,4,6,5,6,5,5,6,6,5,5,6,3,4,4,4,3,4,2,"Democrat","ControlW"
506,"R_1EXpn3KN0hDvwqz",28,0,6,6,2,6,4,7,5,1,6,72,86,66,88,62,84,87,72,82,6,7,5,5,7,6,6,6,5,7,5,7,6,5,3,4,4,5,4,2,"Democrat","ANGW"
619,"R_Z4ZWA8lWUGAMM8N",63,1,6,5,2,7,7,7,7,10,4,100,4,100,2,5,99,51,7,2,3,3,3,3,4,5,5,2,1,3,7,7,7,4,3,1,5,5,1,1,"Republican","ANXW"
9843,"R_6XSjvsKDDrrxMtj",63,0,5,6,2,5,5,5,3,5,7,0,59,0,66,53,0,80,1,0,1,1,1,1,2,2,2,1,1,1,7,7,7,5,1,1,1,5,1,1,"Democrat","ANGW"
621,"R_2bW9P5tPBdBGw4D",57,0,5,5,2,6,6,6,3,5,7,21,71,6,90,51,19,75,20,0,3,3,3,3,6,6,4,4,4,4,5,3,4,4,1,1,1,1,1,4,"Democrat","HappyW"
408,"R_1H0EmuuZUGuM0Cc",56,0,5,5,2,6,6,7,5,1,5,28,78,0,78,71,33,72,76,0,5,5,5,4,5,6,6,5,3,5,5,3,3,1,1,1,1,1,1,1,"Democrat","ControlW"
819,"R_2Ph8WGHpZ2CHDz0",55,0,5,5,2,7,7,7,1,10,4,89,72,97,62,73,90,76,59,60,7,7,7,7,7,7,7,7,7,7,1,1,1,1,1,5,5,5,5,1,"Republican","ANXW"
680,"R_22JnBFOG3ba4BAv",54,0,5,5,2,5,5,5,4,5,4,16,72,26,75,51,51,51,51,16,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,3,4,3,"Democrat","HappyW"
495,"R_Aba6tPTtPy2lY89",37,0,6,6,2,5,5,4,4,3,7,11,60,7,57,67,16,65,48,0,2,3,3,3,7,7,7,4,1,3,7,6,5,3,1,1,1,3,1,1,"Democrat","ANGW"
956,"R_22zisf8qU2Zf9pH",55,0,5,6,2,4,5,5,5,4,5,32,80,45,88,79,60,87,73,0,4,4,4,4,3,4,4,5,3,4,4,3,4,2,1,4,1,1,3,2,"Democrat","ANGW"
991,"R_1hxSCi8TnMrGlks",34,0,5,6,2,7,7,7,7,10,5,96,75,96,67,82,70,69,61,80,4,4,4,4,4,5,5,5,4,5,4,4,5,4,4,3,4,3,3,4,"Republican","ANXW"
250,"R_2rYC1fkR0NGYN5N",40,0,5,7,2,6,5,5,4,7,5,6,56,24,58,32,56,52,12,0,4,3,4,4,4,3,4,3,3,3,4,3,3,1,1,2,2,4,2,1,"Democrat","HappyW"
1529,"R_2pQSlERee7kKlnT",63,0,5,6,2,5,5,6,4,5,4,71,29,72,29,29,71,72,29,0,4,3,3,3,4,4,4,4,3,3,5,5,5,3,3,2,4,3,2,1,"Republican","ControlW"
567,"R_234xeoa2bnDP5Eh",41,1,6,3,2,7,7,7,7,8,4,77,50,86,0,25,44,55,0,0,5,3,6,1,4,4,4,5,2,4,1,1,6,1,2,1,3,3,1,1,"Republican","ANGW"
181,"R_vrvjOaZgeZbj2P7",33,0,5,6,2,4,5,2,3,6,3,37,37,56,34,59,59,31,60,26,4,2,5,3,3,2,4,4,5,2,4,3,3,4,3,2,1,5,4,1,"Democrat","ANXW"
241,"R_2QJuYtkEnMTGHox",45,0,5,6,2,6,6,7,4,0,6,7,89,8,84,93,8,96,94,1,4,4,4,4,5,5,5,2,2,4,4,4,4,4,2,2,2,2,2,1,"Democrat","ControlW"
490,"R_2xFcSfoQvHRp6zI",59,0,5,4,2,5,5,5,4,5,4,25,72,24,73,61,42,66,57,0,4,4,4,4,4,3,3,4,3,4,5,5,5,3,1,3,1,3,2,1,"Democrat","HappyW"
639,"R_sdG1AzRSE62guRP",33,0,5,6,2,6,3,3,1,7,7,59,77,41,62,100,61,0,25,0,7,7,7,6,7,6,5,7,7,7,1,1,1,2,4,1,2,5,1,1,"Republican","HappyW"
4160,"R_2afVGrbkhVJ3BnZ",63,0,5,6,2,6,6,7,3,2,6,44,98,41,90,89,56,81,62,0,6,6,6,5,7,7,6,5,3,4,7,4,5,1,1,1,1,1,1,1,"Democrat","ControlW"
404,"R_1LBV6Of53qnif06",36,0,6,6,2,4,1,5,6,0,6,5,87,8,76,95,5,96,95,0,2,1,2,3,5,5,3,2,1,3,7,7,6,1,1,1,1,2,1,1,"Democrat","ANXW"
1014,"R_31inkL31sLzL5Y5",63,0,4,5,2,7,7,7,6,0,7,9,100,2,99,100,0,62,68,1,1,1,3,2,2,3,3,5,3,2,7,6,4,3,2,4,4,4,3,2,"Democrat","ANGW"
1475,"R_2oso4x2w3dM9Xnb",25,1,5,3,2,7,7,7,7,10,7,100,100,100,100,100,100,100,100,100,7,7,7,7,7,7,7,7,7,7,7,7,7,5,5,5,5,5,5,1,"Democrat","ANGW"
780,"R_1opDTB3KLW71TFd",25,1,4,5,2,3,4,4,4,6,4,52,31,49,53,33,34,17,0,55,3,2,3,3,3,4,2,4,3,2,4,7,4,3,3,2,3,2,4,2,"Democrat","ANXW"
807,"R_2ToTowqrbQc3ZQl",50,0,5,5,2,6,6,7,7,5,5,5,100,3,99,72,69,95,8,1,5,3,6,3,5,5,6,1,1,5,7,7,5,5,1,5,1,4,2,1,"Democrat","HappyW"
